image,labels
80177128-nutella-hazelnut-spread-with-cocoa-ferrero-nutella.jpg,"[mid: ""/m/02n3pb""
description: ""product""
score: 0.907522261143
topicality: 0.907522261143
, mid: ""/m/01jwgf""
description: ""product""
score: 0.800053954124
topicality: 0.800053954124
, mid: ""/m/02vr79f""
description: ""fruit preserve""
score: 0.685128867626
topicality: 0.685128867626
, mid: ""/m/04jdhxy""
description: ""superfood""
score: 0.63626074791
topicality: 0.63626074791
, mid: ""/m/06dg4d""
description: ""chocolate spread""
score: 0.622437417507
topicality: 0.622437417507
, mid: ""/m/02w08""
description: ""flavor""
score: 0.591389715672
topicality: 0.591389715672
, mid: ""/m/0q593""
description: ""dietary supplement""
score: 0.588653922081
topicality: 0.588653922081
, mid: ""/m/08tlbj""
description: ""natural foods""
score: 0.550364196301
topicality: 0.550364196301
]"
3263670434910-thon-blanc-germon-au-naturel-label-rouge-connetable.jpg,"[mid: ""/m/02n3pb""
description: ""product""
score: 0.801398932934
topicality: 0.801398932934
, mid: ""/m/01jwgf""
description: ""product""
score: 0.739660263062
topicality: 0.739660263062
, mid: ""/m/03gq5hm""
description: ""font""
score: 0.583920776844
topicality: 0.583920776844
, mid: ""/m/01cd9""
description: ""brand""
score: 0.545692920685
topicality: 0.545692920685
, mid: ""/m/036qh8""
description: ""produce""
score: 0.544732570648
topicality: 0.544732570648
, mid: ""/m/02w08""
description: ""flavor""
score: 0.544458508492
topicality: 0.544458508492
, mid: ""/m/02wbm""
description: ""food""
score: 0.523762822151
topicality: 0.523762822151
, mid: ""/m/05c0n6k""
description: ""label""
score: 0.522477805614
topicality: 0.522477805614
]"
80310709-tic-tac-menthe-extra-fraiche-ferrero-tic-tac.jpg,"[mid: ""/m/02n3pb""
description: ""product""
score: 0.809582233429
topicality: 0.809582233429
, mid: ""/m/01jwgf""
description: ""product""
score: 0.65826356411
topicality: 0.65826356411
, mid: ""/m/05z87""
description: ""plastic""
score: 0.633801817894
topicality: 0.633801817894
, mid: ""/m/039jq""
description: ""glass""
score: 0.522570669651
topicality: 0.522570669651
]"
3263670123616-sardines-a-l-ancienne-a-l-huile-d-olive-vierge-extra-aux-tomates-sechees-connetable.jpg,"[mid: ""/m/02n3pb""
description: ""product""
score: 0.818546593189
topicality: 0.818546593189
, mid: ""/m/02wbm""
description: ""food""
score: 0.640888094902
topicality: 0.640888094902
, mid: ""/m/01jwgf""
description: ""product""
score: 0.61457747221
topicality: 0.61457747221
, mid: ""/m/01ykh""
description: ""cuisine""
score: 0.614436626434
topicality: 0.614436626434
, mid: ""/m/021s_r""
description: ""convenience food""
score: 0.586840510368
topicality: 0.586840510368
, mid: ""/m/02w08""
description: ""flavor""
score: 0.569198608398
topicality: 0.569198608398
, mid: ""/m/02q08p0""
description: ""dish""
score: 0.546268820763
topicality: 0.546268820763
]"
3261053456603-couscous-royal-poulet-boeuf-garbit.jpg,"[mid: ""/m/08tlbj""
description: ""natural foods""
score: 0.892741560936
topicality: 0.892741560936
, mid: ""/m/02n3pb""
description: ""product""
score: 0.822486102581
topicality: 0.822486102581
, mid: ""/m/07_lq""
description: ""vegetarian food""
score: 0.801436841488
topicality: 0.801436841488
, mid: ""/m/01ykh""
description: ""cuisine""
score: 0.800105452538
topicality: 0.800105452538
, mid: ""/m/021s_r""
description: ""convenience food""
score: 0.757318615913
topicality: 0.757318615913
, mid: ""/m/0gtdm""
description: ""condiment""
score: 0.731958031654
topicality: 0.731958031654
, mid: ""/m/0grqz""
description: ""sauces""
score: 0.687045633793
topicality: 0.687045633793
, mid: ""/m/02q08p0""
description: ""dish""
score: 0.6802713871
topicality: 0.6802713871
, mid: ""/m/01mr6j""
description: ""cookware and bakeware""
score: 0.67256551981
topicality: 0.67256551981
, mid: ""/m/02wbm""
description: ""food""
score: 0.63278311491
topicality: 0.63278311491
]"
3256540001244-pains-au-lait-touche-de-miel-pasquier.jpg,"[mid: ""/m/07s6nbt""
description: ""text""
score: 0.902814149857
topicality: 0.902814149857
, mid: ""/m/01jwgf""
description: ""product""
score: 0.769289851189
topicality: 0.769289851189
, mid: ""/m/03gq5hm""
description: ""font""
score: 0.614211440086
topicality: 0.614211440086
]"
3254560072930-pate-a-tartiner-aux-noisettes-et-au-lait-ecreme-auchan.jpg,"[mid: ""/m/02n3pb""
description: ""product""
score: 0.897506594658
topicality: 0.897506594658
, mid: ""/m/01jwgf""
description: ""product""
score: 0.800343811512
topicality: 0.800343811512
, mid: ""/m/06dg4d""
description: ""chocolate spread""
score: 0.730180203915
topicality: 0.730180203915
, mid: ""/m/04jdhxy""
description: ""superfood""
score: 0.640183150768
topicality: 0.640183150768
, mid: ""/m/02w08""
description: ""flavor""
score: 0.608001112938
topicality: 0.608001112938
, mid: ""/m/020vl""
description: ""chocolate""
score: 0.523203849792
topicality: 0.523203849792
]"
3250392152666-mon-paris-monique-ranou.jpg,"[mid: ""/m/02n3pb""
description: ""product""
score: 0.822124421597
topicality: 0.822124421597
, mid: ""/m/07xgrh""
description: ""ingredient""
score: 0.566323876381
topicality: 0.566323876381
, mid: ""/m/02w08""
description: ""flavor""
score: 0.560707330704
topicality: 0.560707330704
, mid: ""/m/0p57p""
description: ""recipe""
score: 0.534203469753
topicality: 0.534203469753
, mid: ""/m/01jwgf""
description: ""product""
score: 0.513665676117
topicality: 0.513665676117
]"
3250391773909-biscuits-petit-dejeuner-cereales-noisettes-et-pepites-de-chocolat-chabrior-selection-des-mousquetaires-les-mousquetaires.jpg,"[mid: ""/m/08tlbj""
description: ""natural foods""
score: 0.864765048027
topicality: 0.864765048027
, mid: ""/m/01ww8y""
description: ""snack""
score: 0.792068243027
topicality: 0.792068243027
, mid: ""/m/02w08""
description: ""flavor""
score: 0.640393674374
topicality: 0.640393674374
, mid: ""/m/0l6sg""
description: ""breakfast cereal""
score: 0.630664229393
topicality: 0.630664229393
, mid: ""/m/07_lq""
description: ""vegetarian food""
score: 0.62403512001
topicality: 0.62403512001
, mid: ""/m/02wbm""
description: ""food""
score: 0.581916749477
topicality: 0.581916749477
, mid: ""/m/04jdhxy""
description: ""superfood""
score: 0.548626303673
topicality: 0.548626303673
, mid: ""/m/0p57p""
description: ""recipe""
score: 0.538679718971
topicality: 0.538679718971
]"
20346256-sauce-crudites-nature-kania.jpg,"[mid: ""/m/02n3pb""
description: ""product""
score: 0.899233698845
topicality: 0.899233698845
, mid: ""/m/01jwgf""
description: ""product""
score: 0.760189175606
topicality: 0.760189175606
, mid: ""/m/0284d""
description: ""dairy product""
score: 0.713634967804
topicality: 0.713634967804
, mid: ""/m/04k94""
description: ""liquid""
score: 0.645750463009
topicality: 0.645750463009
, mid: ""/m/02w08""
description: ""flavor""
score: 0.584817886353
topicality: 0.584817886353
, mid: ""/m/01tv9""
description: ""cream""
score: 0.574500024319
topicality: 0.574500024319
]"
3250391774029-muesli-croustillant-chabrior.jpg,"[mid: ""/m/0l6sg""
description: ""breakfast cereal""
score: 0.931907296181
topicality: 0.931907296181
, mid: ""/m/07_lq""
description: ""vegetarian food""
score: 0.847601294518
topicality: 0.847601294518
, mid: ""/m/02wbm""
description: ""food""
score: 0.843077838421
topicality: 0.843077838421
, mid: ""/m/01ykh""
description: ""cuisine""
score: 0.830279111862
topicality: 0.830279111862
, mid: ""/m/01ww8y""
description: ""snack""
score: 0.811104953289
topicality: 0.811104953289
, mid: ""/m/02q08p0""
description: ""dish""
score: 0.754900634289
topicality: 0.754900634289
, mid: ""/m/020hqc""
description: ""muesli""
score: 0.691807031631
topicality: 0.691807031631
, mid: ""/m/0hz4q""
description: ""breakfast""
score: 0.66967266798
topicality: 0.66967266798
, mid: ""/m/018vnz""
description: ""corn flakes""
score: 0.656519591808
topicality: 0.656519591808
, mid: ""/m/02w08""
description: ""flavor""
score: 0.635480344296
topicality: 0.635480344296
]"
3270190205678-oeufs-de-poules-elevees-en-plein-air-calibre-gros-carrefour-cmi-carrefour-marchandises-internationales-groupe-carrefour.jpg,"[mid: ""/m/02n3pb""
description: ""product""
score: 0.786594569683
topicality: 0.786594569683
, mid: ""/m/07_lq""
description: ""vegetarian food""
score: 0.639818370342
topicality: 0.639818370342
, mid: ""/m/01jwgf""
description: ""product""
score: 0.540456056595
topicality: 0.540456056595
, mid: ""/m/07xgrh""
description: ""ingredient""
score: 0.539483249187
topicality: 0.539483249187
, mid: ""/m/0p57p""
description: ""recipe""
score: 0.50794428587
topicality: 0.50794428587
, mid: ""/m/02w08""
description: ""flavor""
score: 0.506003856659
topicality: 0.506003856659
]"
20182137-petits-suisses-10-1-mat-gr-milbona-envia.jpg,"[mid: ""/m/07s6nbt""
description: ""text""
score: 0.872010707855
topicality: 0.872010707855
, mid: ""/m/01jwgf""
description: ""product""
score: 0.587156832218
topicality: 0.587156832218
, mid: ""/m/03gq5hm""
description: ""font""
score: 0.531079888344
topicality: 0.531079888344
]"
3259010201205-grinioc-sarrasin-et-comte-soy.jpg,"[mid: ""/m/0bp3f6m""
description: ""fried food""
score: 0.745272159576
topicality: 0.745272159576
, mid: ""/m/02q08p0""
description: ""dish""
score: 0.680180490017
topicality: 0.680180490017
, mid: ""/m/07k6c9""
description: ""cutlet""
score: 0.64137917757
topicality: 0.64137917757
, mid: ""/m/07_lq""
description: ""vegetarian food""
score: 0.638341248035
topicality: 0.638341248035
, mid: ""/m/01ykh""
description: ""cuisine""
score: 0.604105651379
topicality: 0.604105651379
, mid: ""/m/0p57p""
description: ""recipe""
score: 0.582013726234
topicality: 0.582013726234
, mid: ""/m/02wbm""
description: ""food""
score: 0.576626896858
topicality: 0.576626896858
, mid: ""/m/021s_r""
description: ""convenience food""
score: 0.569091081619
topicality: 0.569091081619
, mid: ""/m/021t1z""
description: ""prepackaged meal""
score: 0.556779682636
topicality: 0.556779682636
, mid: ""/m/0410k9""
description: ""korokke""
score: 0.518432617188
topicality: 0.518432617188
]"
3263852510319-biscotte-complete-bio-leader-price.jpg,"[mid: ""/m/02n3pb""
description: ""product""
score: 0.812148153782
topicality: 0.812148153782
, mid: ""/m/011s0""
description: ""advertising""
score: 0.592940986156
topicality: 0.592940986156
, mid: ""/m/03gq5hm""
description: ""font""
score: 0.584602296352
topicality: 0.584602296352
, mid: ""/m/08t9c_""
description: ""grass""
score: 0.581950724125
topicality: 0.581950724125
, mid: ""/m/01cd9""
description: ""brand""
score: 0.538502812386
topicality: 0.538502812386
]"
3263852912410-speculoos-leader-price.jpg,"[mid: ""/m/01ww8y""
description: ""snack""
score: 0.695525884628
topicality: 0.695525884628
, mid: ""/m/0dv34""
description: ""baking""
score: 0.650722324848
topicality: 0.650722324848
, mid: ""/m/01tqs1""
description: ""biscuit""
score: 0.619028687477
topicality: 0.619028687477
, mid: ""/m/01fg3n""
description: ""graham cracker""
score: 0.581315457821
topicality: 0.581315457821
, mid: ""/m/02k8rz""
description: ""wafer""
score: 0.556311428547
topicality: 0.556311428547
, mid: ""/m/02w08""
description: ""flavor""
score: 0.545828163624
topicality: 0.545828163624
, mid: ""/m/0284d""
description: ""dairy product""
score: 0.523243308067
topicality: 0.523243308067
, mid: ""/m/01jwgf""
description: ""product""
score: 0.514418303967
topicality: 0.514418303967
, mid: ""/m/03qtd73""
description: ""cookies and crackers""
score: 0.510366678238
topicality: 0.510366678238
, mid: ""/m/03gq5hm""
description: ""font""
score: 0.504485309124
topicality: 0.504485309124
]"
3270160664405-16-macarons-chocolat-vanille-framboise-cafe-picard.jpg,"[mid: ""/m/02tn68""
description: ""macaroon""
score: 0.96705186367
topicality: 0.96705186367
, mid: ""/m/0dv34""
description: ""baking""
score: 0.68096613884
topicality: 0.68096613884
, mid: ""/m/02w08""
description: ""flavor""
score: 0.596449971199
topicality: 0.596449971199
, mid: ""/m/05wgwh""
description: ""sweetness""
score: 0.532501280308
topicality: 0.532501280308
, mid: ""/m/02wbm""
description: ""food""
score: 0.52651321888
topicality: 0.52651321888
, mid: ""/m/0270h""
description: ""dessert""
score: 0.50353461504
topicality: 0.50353461504
]"
3265479278009-isio-4-mini-lesieur-isio-4.jpg,"[mid: ""/m/02n3pb""
description: ""product""
score: 0.833385407925
topicality: 0.833385407925
, mid: ""/m/01ww8y""
description: ""snack""
score: 0.589554548264
topicality: 0.589554548264
, mid: ""/m/02w08""
description: ""flavor""
score: 0.588872730732
topicality: 0.588872730732
, mid: ""/m/01jwgf""
description: ""product""
score: 0.547577083111
topicality: 0.547577083111
]"
3270160137824-melange-de-legumes-avec-morceaux-picard.jpg,"[mid: ""/m/02q08p0""
description: ""dish""
score: 0.85283190012
topicality: 0.85283190012
, mid: ""/m/02wbm""
description: ""food""
score: 0.716183185577
topicality: 0.716183185577
, mid: ""/m/07_lq""
description: ""vegetarian food""
score: 0.639975965023
topicality: 0.639975965023
, mid: ""/m/01z1m1x""
description: ""soup""
score: 0.625272631645
topicality: 0.625272631645
, mid: ""/m/01ykh""
description: ""cuisine""
score: 0.616658627987
topicality: 0.616658627987
, mid: ""/m/0p57p""
description: ""recipe""
score: 0.551848828793
topicality: 0.551848828793
, mid: ""/m/021t1z""
description: ""prepackaged meal""
score: 0.505352675915
topicality: 0.505352675915
]"
20446284-8-galettes-de-legumes-courgettes-carottes-petits-pois-green-grocer-s.jpg,"[mid: ""/m/07_lq""
description: ""vegetarian food""
score: 0.799307703972
topicality: 0.799307703972
, mid: ""/m/02q08p0""
description: ""dish""
score: 0.792677819729
topicality: 0.792677819729
, mid: ""/m/02wbm""
description: ""food""
score: 0.672709882259
topicality: 0.672709882259
, mid: ""/m/01ykh""
description: ""cuisine""
score: 0.670779705048
topicality: 0.670779705048
, mid: ""/m/021s_r""
description: ""convenience food""
score: 0.660189330578
topicality: 0.660189330578
, mid: ""/m/0p57p""
description: ""recipe""
score: 0.581095814705
topicality: 0.581095814705
, mid: ""/m/0dyc53""
description: ""fishcake""
score: 0.532128930092
topicality: 0.532128930092
, mid: ""/m/0bp3f6m""
description: ""fried food""
score: 0.528372883797
topicality: 0.528372883797
, mid: ""/m/021t1z""
description: ""prepackaged meal""
score: 0.524912536144
topicality: 0.524912536144
]"
3263850457012-lait-de-coco-leader-price.jpg,"[mid: ""/m/02n3pb""
description: ""product""
score: 0.846881508827
topicality: 0.846881508827
, mid: ""/m/0284d""
description: ""dairy product""
score: 0.635793030262
topicality: 0.635793030262
, mid: ""/m/02w08""
description: ""flavor""
score: 0.618700563908
topicality: 0.618700563908
, mid: ""/m/01jwgf""
description: ""product""
score: 0.557736337185
topicality: 0.557736337185
, mid: ""/m/01tv9""
description: ""cream""
score: 0.548621296883
topicality: 0.548621296883
, mid: ""/m/0271t""
description: ""drink""
score: 0.545395255089
topicality: 0.545395255089
, mid: ""/m/02z_8q""
description: ""evaporated milk""
score: 0.537498056889
topicality: 0.537498056889
, mid: ""/m/02jnhm""
description: ""tin can""
score: 0.51693046093
topicality: 0.51693046093
]"
3263852003811-miel-de-fleurs-bio-leader-price.jpg,"[mid: ""/m/02n3pb""
description: ""product""
score: 0.870494067669
topicality: 0.870494067669
, mid: ""/m/01jwgf""
description: ""product""
score: 0.834146857262
topicality: 0.834146857262
, mid: ""/m/01cd9""
description: ""brand""
score: 0.515692412853
topicality: 0.515692412853
]"
3256220023924-pur-jus-d-orange-bio-u-bio-u.jpg,"[mid: ""/m/01z1kdw""
description: ""juice""
score: 0.908419728279
topicality: 0.908419728279
, mid: ""/m/08tlbj""
description: ""natural foods""
score: 0.869656860828
topicality: 0.869656860828
, mid: ""/m/01jwgf""
description: ""product""
score: 0.619412660599
topicality: 0.619412660599
, mid: ""/m/02y7l1""
description: ""orange drink""
score: 0.561735928059
topicality: 0.561735928059
, mid: ""/m/0271t""
description: ""drink""
score: 0.556426286697
topicality: 0.556426286697
, mid: ""/m/02xwb""
description: ""fruit""
score: 0.547837793827
topicality: 0.547837793827
, mid: ""/m/04jdhxy""
description: ""superfood""
score: 0.504547834396
topicality: 0.504547834396
]"
3270160696611-pates-crevettes-courgettes-grillees-sauce-basilic-surgele-picard.jpg,"[mid: ""/m/02q08p0""
description: ""dish""
score: 0.886681616306
topicality: 0.886681616306
, mid: ""/m/02wbm""
description: ""food""
score: 0.867376744747
topicality: 0.867376744747
, mid: ""/m/01ykh""
description: ""cuisine""
score: 0.855641484261
topicality: 0.855641484261
, mid: ""/m/07_lq""
description: ""vegetarian food""
score: 0.665145814419
topicality: 0.665145814419
, mid: ""/m/0p57p""
description: ""recipe""
score: 0.58911639452
topicality: 0.58911639452
, mid: ""/m/0jfd5""
description: ""lunch""
score: 0.587949156761
topicality: 0.587949156761
, mid: ""/m/0h55b""
description: ""junk food""
score: 0.555394470692
topicality: 0.555394470692
, mid: ""/m/0krfg""
description: ""meal""
score: 0.542632043362
topicality: 0.542632043362
, mid: ""/m/07l8p5""
description: ""side dish""
score: 0.504985690117
topicality: 0.504985690117
]"
87157741-yellow-mustard-new-york-deli-style-classic-heinz.jpg,"[mid: ""/m/088fh""
description: ""yellow""
score: 0.924554467201
topicality: 0.924554467201
, mid: ""/m/02n3pb""
description: ""product""
score: 0.864301741123
topicality: 0.864301741123
, mid: ""/m/0gtdm""
description: ""condiment""
score: 0.740499258041
topicality: 0.740499258041
, mid: ""/m/0grqz""
description: ""sauces""
score: 0.637644648552
topicality: 0.637644648552
, mid: ""/m/07xgrh""
description: ""ingredient""
score: 0.602265357971
topicality: 0.602265357971
, mid: ""/m/02w08""
description: ""flavor""
score: 0.561691462994
topicality: 0.561691462994
, mid: ""/m/07_0xk""
description: ""mustard""
score: 0.510512709618
topicality: 0.510512709618
]"
3256224332336-emmental-francais-rape-30-mg-u.jpg,"[mid: ""/m/09759""
description: ""rice""
score: 0.738654017448
topicality: 0.738654017448
, mid: ""/m/01ykh""
description: ""cuisine""
score: 0.737809836864
topicality: 0.737809836864
, mid: ""/m/04wzh2""
description: ""basmati""
score: 0.658360779285
topicality: 0.658360779285
, mid: ""/m/0h55b""
description: ""junk food""
score: 0.636341512203
topicality: 0.636341512203
, mid: ""/m/07xgrh""
description: ""ingredient""
score: 0.616606831551
topicality: 0.616606831551
, mid: ""/m/01ww8y""
description: ""snack""
score: 0.602248072624
topicality: 0.602248072624
, mid: ""/m/02wbm""
description: ""food""
score: 0.578780353069
topicality: 0.578780353069
, mid: ""/m/0cxp1""
description: ""commodity""
score: 0.570180118084
topicality: 0.570180118084
, mid: ""/m/02w08""
description: ""flavor""
score: 0.565935850143
topicality: 0.565935850143
, mid: ""/m/0p57p""
description: ""recipe""
score: 0.534322857857
topicality: 0.534322857857
]"
3252753110001-quatre-quart-pur-beurre-le-ster-le-patissier.jpg,"[mid: ""/m/02n3pb""
description: ""product""
score: 0.755417704582
topicality: 0.755417704582
, mid: ""/m/011s0""
description: ""advertising""
score: 0.675990283489
topicality: 0.675990283489
, mid: ""/m/05wgwh""
description: ""sweetness""
score: 0.644550919533
topicality: 0.644550919533
, mid: ""/m/03gq5hm""
description: ""font""
score: 0.623539090157
topicality: 0.623539090157
, mid: ""/m/02w08""
description: ""flavor""
score: 0.578932642937
topicality: 0.578932642937
, mid: ""/m/01cd9""
description: ""brand""
score: 0.558043658733
topicality: 0.558043658733
, mid: ""/m/0bkqqh""
description: ""signage""
score: 0.525928676128
topicality: 0.525928676128
, mid: ""/m/0m9cj""
description: ""banner""
score: 0.509115755558
topicality: 0.509115755558
]"
3270160591763-quinoa-et-cereales-cuisines-aux-petits-legumes-picard.jpg,"[mid: ""/m/01q0j8""
description: ""mixture""
score: 0.612549483776
topicality: 0.612549483776
, mid: ""/m/01ww8y""
description: ""snack""
score: 0.596333384514
topicality: 0.596333384514
, mid: ""/m/01l0y0""
description: ""material""
score: 0.58780413866
topicality: 0.58780413866
]"
0024463061163-sriracha-hot-chili-sauce-huy-fong-foods-huy-fong-foods-inc.jpg,"[mid: ""/m/02n3pb""
description: ""product""
score: 0.818360924721
topicality: 0.818360924721
, mid: ""/m/04dr76w""
description: ""bottle""
score: 0.809522211552
topicality: 0.809522211552
, mid: ""/m/0271t""
description: ""drink""
score: 0.730350136757
topicality: 0.730350136757
, mid: ""/m/0gtdm""
description: ""condiment""
score: 0.691219449043
topicality: 0.691219449043
, mid: ""/m/04jw1r""
description: ""hot sauce""
score: 0.660200834274
topicality: 0.660200834274
, mid: ""/m/01jwgf""
description: ""product""
score: 0.563814401627
topicality: 0.563814401627
, mid: ""/m/089mxq""
description: ""glass bottle""
score: 0.51531201601
topicality: 0.51531201601
]"
3270160586066-cake-pur-beurre-au-chocolat-cuit-surgele-picard.jpg,"[mid: ""/m/079dl7""
description: ""chocolate cake""
score: 0.886627793312
topicality: 0.886627793312
, mid: ""/m/02hlnc""
description: ""chocolate brownie""
score: 0.875519871712
topicality: 0.875519871712
, mid: ""/m/020vl""
description: ""chocolate""
score: 0.867354094982
topicality: 0.867354094982
, mid: ""/m/0270h""
description: ""dessert""
score: 0.757071852684
topicality: 0.757071852684
, mid: ""/m/0465mr4""
description: ""frozen dessert""
score: 0.630041658878
topicality: 0.630041658878
, mid: ""/m/0fszt""
description: ""cake""
score: 0.62709236145
topicality: 0.62709236145
, mid: ""/m/02w08""
description: ""flavor""
score: 0.610341787338
topicality: 0.610341787338
, mid: ""/m/03gq5hm""
description: ""font""
score: 0.592747926712
topicality: 0.592747926712
, mid: ""/m/05bqtc""
description: ""torta caprese""
score: 0.54428601265
topicality: 0.54428601265
, mid: ""/m/0dv34""
description: ""baking""
score: 0.531205117702
topicality: 0.531205117702
]"
3255420014305-maroilles-quart-26-mg-fauquet.jpg,"[mid: ""/m/01ww8y""
description: ""snack""
score: 0.576104998589
topicality: 0.576104998589
, mid: ""/m/02w08""
description: ""flavor""
score: 0.571921408176
topicality: 0.571921408176
, mid: ""/m/02k8rz""
description: ""wafer""
score: 0.544445693493
topicality: 0.544445693493
, mid: ""/m/03gq5hm""
description: ""font""
score: 0.522464215755
topicality: 0.522464215755
]"
0016000264694-crunchy-granola-bars-oats-n-honey-nature-valley.jpg,"[mid: ""/m/02n3pb""
description: ""product""
score: 0.834308505058
topicality: 0.834308505058
, mid: ""/m/01jwgf""
description: ""product""
score: 0.651685893536
topicality: 0.651685893536
, mid: ""/m/01cd9""
description: ""brand""
score: 0.53668731451
topicality: 0.53668731451
, mid: ""/m/05c0n6k""
description: ""label""
score: 0.511978805065
topicality: 0.511978805065
]"
3256220288576-comte-aop-34-mg-u.jpg,"[mid: ""/m/02n3pb""
description: ""product""
score: 0.833201348782
topicality: 0.833201348782
, mid: ""/m/02w08""
description: ""flavor""
score: 0.634010016918
topicality: 0.634010016918
, mid: ""/m/036qh8""
description: ""produce""
score: 0.60841345787
topicality: 0.60841345787
, mid: ""/m/07xgrh""
description: ""ingredient""
score: 0.585965692997
topicality: 0.585965692997
, mid: ""/m/0h55b""
description: ""junk food""
score: 0.568446457386
topicality: 0.568446457386
, mid: ""/m/01cd9""
description: ""brand""
score: 0.530272185802
topicality: 0.530272185802
, mid: ""/m/03gq5hm""
description: ""font""
score: 0.514705121517
topicality: 0.514705121517
]"
26064925-ail-et-fines-herbes-8-portions-32-5-mg-lys-de-france-aldi-einkauf-gmbh-compagnie-ohg.jpg,"[mid: ""/m/05f725""
description: ""leaf vegetable""
score: 0.912893474102
topicality: 0.912893474102
, mid: ""/m/0f4s2w""
description: ""vegetable""
score: 0.833079516888
topicality: 0.833079516888
, mid: ""/m/02wbm""
description: ""food""
score: 0.808433353901
topicality: 0.808433353901
, mid: ""/m/036qh8""
description: ""produce""
score: 0.786595344543
topicality: 0.786595344543
, mid: ""/m/03gq1""
description: ""herb""
score: 0.675625324249
topicality: 0.675625324249
, mid: ""/m/01hxyd""
description: ""local food""
score: 0.672125399113
topicality: 0.672125399113
, mid: ""/m/08tlbj""
description: ""natural foods""
score: 0.591725766659
topicality: 0.591725766659
, mid: ""/m/05s28""
description: ""parsley""
score: 0.514355778694
topicality: 0.514355778694
]"
3256222215136-sardines-a-la-sauce-tomate-systeme-u.jpg,"[mid: ""/m/02n3pb""
description: ""product""
score: 0.864502906799
topicality: 0.864502906799
, mid: ""/m/036qh8""
description: ""produce""
score: 0.570092499256
topicality: 0.570092499256
, mid: ""/m/01jwgf""
description: ""product""
score: 0.570075631142
topicality: 0.570075631142
, mid: ""/m/0bkqqh""
description: ""signage""
score: 0.56972771883
topicality: 0.56972771883
, mid: ""/m/03gq5hm""
description: ""font""
score: 0.544922113419
topicality: 0.544922113419
, mid: ""/m/06zsq""
description: ""sign""
score: 0.533765792847
topicality: 0.533765792847
, mid: ""/m/02w08""
description: ""flavor""
score: 0.524695932865
topicality: 0.524695932865
]"
3270160813001-saumon-et-colin-d-alaska-a-l-oseille-pomme-de-terre-a-l-etouffee-surgeles-picard-formule-express.jpg,"[mid: ""/m/02q08p0""
description: ""dish""
score: 0.894585072994
topicality: 0.894585072994
, mid: ""/m/02wbm""
description: ""food""
score: 0.870753407478
topicality: 0.870753407478
, mid: ""/m/01ykh""
description: ""cuisine""
score: 0.857555985451
topicality: 0.857555985451
, mid: ""/m/0jfd5""
description: ""lunch""
score: 0.689369678497
topicality: 0.689369678497
, mid: ""/m/07_lq""
description: ""vegetarian food""
score: 0.679991841316
topicality: 0.679991841316
, mid: ""/m/0krfg""
description: ""meal""
score: 0.633523702621
topicality: 0.633523702621
, mid: ""/m/0p57p""
description: ""recipe""
score: 0.588494002819
topicality: 0.588494002819
, mid: ""/m/07l8p5""
description: ""side dish""
score: 0.585186719894
topicality: 0.585186719894
, mid: ""/m/021t1z""
description: ""prepackaged meal""
score: 0.561500251293
topicality: 0.561500251293
, mid: ""/m/04q6ng""
description: ""comfort food""
score: 0.54642868042
topicality: 0.54642868042
]"
3270160726080-aiguillettes-de-poulet-a-la-moutarde-et-au-citron-ecrasee-de-pommes-de-terre-et-de-carottes-surgelees-picard.jpg,"[mid: ""/m/02q08p0""
description: ""dish""
score: 0.897914171219
topicality: 0.897914171219
, mid: ""/m/01ykh""
description: ""cuisine""
score: 0.770072340965
topicality: 0.770072340965
, mid: ""/m/02wbm""
description: ""food""
score: 0.734207928181
topicality: 0.734207928181
, mid: ""/m/07l8p5""
description: ""side dish""
score: 0.600125193596
topicality: 0.600125193596
, mid: ""/m/0p57p""
description: ""recipe""
score: 0.592236340046
topicality: 0.592236340046
, mid: ""/m/0krfg""
description: ""meal""
score: 0.575438320637
topicality: 0.575438320637
, mid: ""/m/021t1z""
description: ""prepackaged meal""
score: 0.547665774822
topicality: 0.547665774822
, mid: ""/m/0jfd5""
description: ""lunch""
score: 0.536486327648
topicality: 0.536486327648
]"
3270190025641-tarama-classic-carrefour.jpg,"[mid: ""/m/02w08""
description: ""flavor""
score: 0.603304088116
topicality: 0.603304088116
, mid: ""/m/07xgrh""
description: ""ingredient""
score: 0.571472942829
topicality: 0.571472942829
, mid: ""/m/01jwgf""
description: ""product""
score: 0.547224760056
topicality: 0.547224760056
]"
26035826-madeleines-coquille-tante-odile.jpg,"[mid: ""/m/04scj""
description: ""meat""
score: 0.646355628967
topicality: 0.646355628967
, mid: ""/m/02wbm""
description: ""food""
score: 0.618148207664
topicality: 0.618148207664
, mid: ""/m/02w08""
description: ""flavor""
score: 0.603599131107
topicality: 0.603599131107
, mid: ""/m/01ww8y""
description: ""snack""
score: 0.586243033409
topicality: 0.586243033409
, mid: ""/m/0h55b""
description: ""junk food""
score: 0.542800724506
topicality: 0.542800724506
, mid: ""/m/03c0tgr""
description: ""bayonne ham""
score: 0.541587293148
topicality: 0.541587293148
]"
